,text,emotion_label,stress_label
275,anak cucu para bangsat bangsa?,angry,0.97
276,hal yang paling gue benci dari sebuah proses adalah.. nungguin. dan lebih menyakitkan adalah nungguin hasil di kala badan masih belom membaik. capek banget tiap hari harus bergantung sm ibuprofen dan obat-obat lainnya biar sakitnya berkurang.,angry,0.95
277,menghindari perzinahan kok poligami sih tolol banget goblokkkkk. makanya titit nya gausah gatel liat perempuan tetangga.,angry,0.95
278,marah,angry,0.87
279,emosi gue emosi asu,angry,0.89
280,"malah ke kirim yg ini jancuks bau"" bakal marah:)",angry,0.96
281,"terlalu cuek dan capek berantem terus, tiap gue complain karna dia terlalu sibuk dan cuek malah dia yg marah, like what??",angry,0.86
282,marah muluu,angry,0.86
283,selamat pagi mari memulai hari dengan emosi yuk mampir~,angry,0.87
284,masih pagi udah emosi,angry,0.96
285,"apasih bawa2 tahun, tolol",angry,0.93
286,anjing gue baru nonton all of us dead bawaannya emosi bgst,angry,0.9
287,"haduh jangan pjj dong, udah mulai ngerti pelajaran tiba tiba pjj jadi bego lagi ntar",angry,0.95
288,"bener bgt sih. banyak bgt yg benci ama gw. salah satunya pas gw kerja di penulis. ada nih 1 tmn gw yg didepan baik, dibelakang malah bilang ke kakak ipar gw kl dia gk suka gw, malah cenderung ke benci. pas gw diputus kontrak, dia tuh seneng bgt njir.",angry,0.88
289,"gua steril kucing aja abis 1 juta 3 ratus 80 ribu men bangsat mahal kan tapi karna kucing gua udah tua jadi reaksinya lama bgt masih suka spray urine sembarangan, suka teriak2 minta keluar nah itu yg bikin gua pusing",angry,0.93
290,"kalau tak p blaja tak p keje jauh, tak bergaul. rasanya aku pun benci ngan perangai aku thanks everyone sebb jadi contoh terbaik :)",angry,0.93
291,"daftar orang tolol dan idiot yang menolak kemajuan peradaban indonesia.. nanti akan dicatat sejarah penolak kemajuan indonesia, fotonya di pajang di tempat sampah",angry,0.87
292,"gue suka bingung, orang tuh kenapa sih caper banget mau atensi orang dengan ngehate sc? barangkali lo baca tweet'an gue nih, tolong ya lo baca, kalo lo gak suka sama mika sok ngomong to the point gak usah kek kontol sukanya ngehate pake sc kayak orang tolol, pecundang. :)",angry,0.91
293,tolol banget ini mah mana 17 lagi yang udah liat,angry,0.96
294,"kalo di sinetron itu yg jahat jahat banget yg baik bego banget --""",angry,0.99
295,"twt w mulai nga jelas ni keknya, mulai sedih, marah, kesel, nyinyir, lambe turah. bukan kind human lagi:(.. ok let's go ke pak ayi, aku ngobatin mental ku dulu gais",angry,0.93
296,fagg benci bgt gue liatnye.,angry,0.87
297,"gua benci sama orang yg hidupnya kaya mp3, banyak lagunya",angry,0.95
298,bisaa dong yah! jgn bikin emosi dulu pagi-pagi !!,angry,0.89
299,"saya sungguh benci akan seto , dia ialah seksual anjing pokok pelukan sahaja",angry,0.89
300,kalo marah balik kek anjg lah,angry,1.0
301,"serius gue kangen banget wkwkw sampe nangis kadang kepikiran. tapi sekarang gue lg benci banget sama tuh agensi. sadar ga si kalo lu diem aja nih idol lu yang kena imbasnya. percuma diem  buat redain masalah, pastinya di sepanjang karir jake nih masalah bakal di ungkit",angry,0.89
302,"kita tengah bersiap dia call, memang kena marah la duit pun takde, hutang apa pun tak tahu la",angry,0.87
303,siap tolol,angry,0.93
304,yg membuat rakyat tdk mempercayai penguasa: 1. sering bohong pemimpinnya 2. melarang rakyat melakukan sesuatu tp dia sendiri yg melakukannya 3. terlalu vulgar mempertontonkan kebodohan dan mengaggp rakyatnya semua bodoh,angry,0.93
305,benci bat sama kumpulan ibu ibu,angry,0.92
306,"pinjem duit di leasing, giliran ditagih marah ke penagih bayar listrik nunggak, giliran petugas pln cabut fasilitas listrik, eh petugas pln malah dikeroyok. pesan barang cod, enggak sesuai ekspektasi, malah kurir yang disuruh bayar. wow, luar biasa!",angry,0.92
307,salahnya dimana ketika harus marah pada hal yang salah?? sedang kebaikan kebaikan yg juga ada pada video engkau potong potong.. gak kelas komisaris ndul..,angry,0.93
308,"masih pagi jangan marah"" bundaa",angry,0.95
309,orang2 itu perlu di ajarin attitude berbelanja deh kyk nya. emosi,angry,0.97
310,"opini lo yg nomor 3 bodoh, zaman nabi poligami itu untuk ngebebasin wanita dari budak dsb, kalau kata"" lo disini lo cuma mau cari enak di elu aja sumpah gedeg bgt gua manusia modelan gini",angry,0.93
311,kalau tunjuk muka dgn anak dan isteri kemudian buat kenyatan bodoh ni..tu bukan berani bang..tu bapak bangang lagi bodoh degil mcm kaldai yg tk fikir anak2 dan isteri tersayang..ibarat kau bgi gambar kau dgn isteri kau tengah berjubo depan anak2..then berlegar dlm sosmed.,angry,0.96
312,"halah hidup kok cuma modal kontol tapi pengen cewek banyak, berlindung dibawah sunah rosul. nih nabi yg denger pernyataan lo kayak gini nangis anjir, sesat bangsat! belajar agama boleh, tapi jangan sampe mabok kayak org ini ya teman.",angry,0.91
313,pagi pagi dah marah marah,angry,0.99
314,ya ampun pagi pagi udah bikin emosi wkwk,angry,0.89
315,another manusia tolol yang cocok dikebiri,angry,0.98
316,marah marah terus! keriput!,angry,0.97
317,enuf la buat drama acah masalah sosial masyarakat ni. most of the story lebih pda tnjuk negative yg 'lekat' kat kepala je.. acah je pdhal nak rating = masalah sosial increase.. and then nama melayu. tukar la nama lain. bodoh pny director,angry,0.89
318,tp lebih tolol fenss nya sih,angry,0.88
319,yg bego gue maraton baca seminggu doang di wt eng pas tau dia bakal daily pass,angry,0.91
320,sabar sabar jgn emosi,angry,0.98
321,jarta ama ael pagi pagi udah bikin emosi anjing,angry,0.92
322,"habis itu sakit hati, tolol banget emang",angry,0.9
323,astaghfirullah marah marah,angry,0.88
324,jalanan masih luas lu ngapain klakson tolol depan belakang lu kaga ada kendaraan,angry,0.98
325,"eh tiba tiba si a ini masuk jadi kelompok aku, aku yg emng agak punya dendam *maaf ya allah* kaya dih apasih, udah mah dia bawa kating tanpa ngasih tau ke aku dan temen aku t lagi",angry,0.93
326,tolol sampe ke dna nya ni orang..,angry,0.87
327,dia pasti marah,angry,0.85
328,dengan berlindung merasa punya hak imunitas dpr ih bodoh amat saya gak pilih dia sebagai perwakilan rakyat sok orang sunda diam wae santet saja dari jarak jauh si orang pdi p itu nanti nglunjak dan besar kepala nya ..si anjing,angry,0.93
329,"semua yg dari arab pasti halal cuy bagi sebagian orang-orang bodoh yg ada di indonesia kdrt aja dibenarkan kencing onta aja diminum teroris dijadikan anggota fatwa mui teroris dijadikan ulama, ustadz n guru agama kok",angry,0.89
330,"maaf nih mus, kl mnrt sy yg bodoh ini, bknya yg mau pdh ibu kotanya tok to, emange wong sak jakarta arep melu pindah kbh? kan kantor2 perusahaan2 kabeh isih neng jakarta, cm urusan administrasi negara sing pndh to? kui mgk ngko yo isih ono perwakilan kementrian2 sik neng jakarta",angry,0.91
331,gerombolan ngawur bin tolol..,angry,0.86
332,buzzerrp bani bipang kafer komunis komen kepanasan.. 2022 masih bodoh bin dungu mudah di bohongin dan di tipu.. manusia rendah moral dan akhlak,angry,0.86
333,pengen marah tapi ngga tau ke siapa,angry,0.98
334,karena saya kesal di detik2 terakhir masih ada aja yg jd,angry,0.93
335,"hallo.. gue makin kesini makin gangerti knp se kepo itu sama masalalu doi gue. kek seneng aja liat masalalu doi gue tu ga bahagia kek tolol banget lu nyia""in doi gue yang emng superduper baik gue bertrimakasih si sama lo karna lo dah buang doi gue.",angry,0.93
336,"tapi walaupun ada scene uwu di rs, rating malah turun. karena setiap scene ada si jessi yg muncul, jadi pindah2 chanel tiep dia muncul. lebih baik ku lihat konflik perebutan reyna walaupun harus emosi juga liat tingkah kuyang. tapi ketimbang aku lihat si jesika",angry,0.92
337,hahaha tuh kan udah bangkotan bodoh pula,angry,0.9
338,aku benci kenapalah korg tepuk masa ni! hoi!!!!!!!,angry,1.0
339,makin jeblok suara pdip di jawa barat ..buat orang sunda semangkin benci ..,angry,0.89
340,pe yg kau benci sangat siel ngan aku,angry,0.88
341,"udah gw duga, soalnya tumben bgt cube ngegas bgt promosinya dll, jadi keinget cb helicopter kmrn . cube, kalo lo sampe ngapa2in anak gw awas ya. gw marah bnrn, marah bgt.",angry,0.9
342,"nah kan banyak homophobic nyampah di lapak itu foto mana kebanyakan dari indo lagi. mancing sih pake aplod segala, ujung2nya kan ada yang bawa2 w dan dia kena hate. bangsat emang yang nyuruh fanservice!",angry,0.87
343,pagi2 udh dibikin jengkel. heran,angry,0.93
344,"eeee bak je baca ni ak gamau emosi sndirian, dia yg minjem kok dia yg ngatur pantek ajan leme cicingan ne",angry,0.96
345,"lucu menurut saya itu adalah wilayahnya presiden, dpr, dan mpr. bukan gubernur. kalau begitu artinya gubernur memiliki wewenang utk menyatakan diri merdeka. diksi yang bodoh. artinya pemindahan ibu kota tdk pernah memikirkan nasib jakarta selanjutnya mau dijadikan apa?",angry,0.96
346,langsung melek gw bangsat,angry,0.99
347,"terus lawan siapa? tambah suwe tambah koyok wkwk lanjutkan lawakannya nawak nawak, gak emosi blass kok malah lucu lak nyawang",angry,0.89
348,aq sumpah benci nerd yng main romen buku setiap hari pastu poyo nn hotboys,angry,0.85
349,kok lu tolol bgt sih nder,angry,0.97
350,"giliran sgala hal yg berbau islam dikebiri,dpojokkan dg alih omikron. srius yg muslim kaga marah??imannya turun atau emnx pura2 muslim?",angry,0.98
351,"kurang tolol apalagi cb ni agama? tuhannya gak ngasih hukum cerai malah yg nikah lg dianggap zinah. dan gobloknya masih ada aja yg mau jdi kristen, emg sih setolol-tololnya monyet aja ga nyembah sesama monyet, lah ini manusia dikasih akal kok nyembah sesama manusia.",angry,0.94
352,tolol bersama..,angry,0.85
353,ini boleh ga si aku kecewa or marah sama dia haha.. cuma krn aku beli acrylic frame trs majang pc bareng sama polaroid ortuku dia blg gini apa aku doang yg sensi nih ya dikira nge kpop bikin lupa semua hal? bahkan ortu sendiri? lo bikin gw makin ga mau kenal spesies cowok,angry,0.88
354,brengski w benci bgt sm matek,angry,0.86
355,bentar bentar masih pagi jangan emosi dulu. mau ganti akun dulu buat maki-maki,angry,0.95
356,reply la ws apa yang susah sangat nak suruh fix app je pun kang aku tak masuk kelas pastu kata aku ponteng bodoh betul,angry,0.94
357,"sumpah, shara bangsat anjeng bajingan",angry,0.99
358,baru bangun kena marah tiba tiba but we should keep kiyowo,angry,0.89
359,"poin ke 3 kayak org bodoh ga sih? ngapain udah nikah berzinah sama wanita lain, ya di pikir aja. itu mah emang nafsu lo yang kayak gitu, sok-sok an berlindung di balik kata zinah.",angry,0.94
360,ckp macam ni pun tk rasa nk marah ke kecik hati ke hmm,angry,0.89
361,"katanya orang bisa jadi bodoh karena cinta, tapi aku ngga peduli semua itu. aku cuma mikir, betapa bodoh	Anger
gue senin kmrn ampir di serempet motor karena bule tolol naik nmax lawan arah. gue posisi liat kanan karena laju kendaraan dr sana kan, eh si bangsat ngebut dr kiri. bener2 1 inch from terrible2 accident..	Anger
aku marah karna dia berantakan bgt dah gamau beresin tpi aku yg disebut gila harus diruqyah anjing pengen punya rumah sendiri biar bisa pergi jauh dari keluarga ini minimal aing lah yg mati duluan	Anger
sama diri sendiri aja gk jujur, kalo sakit yah bilang bodoh, obatin, bukan di sangkal !!	Anger
etmin harus banyak banyak sabarr:') walau sebenernya ak liatnya juga ikutan emosi	Anger
sampe gua pernah bilang ke dia kalo ketemu kucing saya dirumah situ tabokin aja pake sapu, tusuk kepalanya, lemparin aja dari lantai 2 situ"" saking udah kesel marah bgt",angry,0.88
362,gw mau marah bgt bacanya yaallah masi pagii ini emosi gw di uji mulu perasaan,angry,0.87
363,"masih pagi loh, udah ada yg bikin emosi aja",angry,0.95
364,goblok mah goblok sendiri aja buibu.. tetangga di gresik kmaren gini semua. miris. punya komunitas bego nan tolol itu hal tergaenak yg pernah gua alami 3 tahunan disana.,angry,0.95
365,gue marah tapi gue sayang sama lo !!,angry,0.91
366,aduhh si tolol keceplosan,angry,0.93
367,yg gak menyebalkan di dunia ini cuma reinernajskakeksbaku pgn marah anjingg pgn teriak ngentot sekeras kerasnya,angry,0.97
368,"terpantau balas dendam goro"" sumpek ndek dosen sing sak penake dewe",angry,1.0
369,bodoh..,angry,0.91
370,kenapa bangsat,angry,0.94
371,tak sah tak bodoh,angry,0.91
372,tahu tak benda bodoh apa yang aku dengar dekat radio pagi ni? lagu hael 'kelentang kelentung' diorang nyanyi translate ke english tak memasal era ni dah kena maki,angry,0.98
373,hah paling benci emang hal begitu.,angry,0.94
374,"sjshhd yaampun iya pantesan, ih bego banget aku",angry,0.88
375,padahal kubu kamu juga buat naik daun kan anis rakyat juga gak bodoh tolol,angry,0.93
376,"lain kali otak tuh biarin aja stay di kepala jangan dipindah pindah ke kontol juancok, tolol kan jadinya. gih musnah aja, ngehabis2in oksigen aja kalau hidup",angry,0.86
377,"baju ilang lagi laundryan, pagi2 dah bikin emosi",angry,0.91
378,bodoh tdk apa tapi jangan dungu om said didu belajar mufon dari sakit hati om,angry,0.99
379,"¼kata kasar // harsh word ¼ bismillah asu babi bajingan celek jancuk kontol monyet tai anjing ngentot goblog tolol asuu astaghfirullahalazim, maaf",angry,0.88
380,"padahal de gea baru dapet penghargaan, udah dibuat sedih lagi sama tim tolol",angry,0.94
381,bangsat,angry,0.92
382,salah bank katanya tak bagi paperwork pakai letterhead firma dia. eh eh. kau yang bodoh ok. bank pon kata kau tak check sebelum bagi cust sign,angry,0.94
383,no 3 sama 4 tolol banget bngst,angry,0.94
384,"dia siap kata kalau alter perkataan kena sign tepi tu. hello, aku ke yang kena sign? tanya la front hang apesal aku lak yang diragukan. nasib x kena carut aku dahlah ak marah betul kalau org spoil mood ak pepagi",angry,0.99
385,"luffy : selain bodoh, kau juga pengecut! aku tidak menyukaimu..!",angry,0.87
386,di bilang kalau sudah hatinya hitam mana ada bisa bedain putih atau hitam. yg pintar bisa mendadak bodoh kalau sudah hatinya penuhin dengan penyakit hati,angry,0.98
387,"jangan bodoh, ga boleh kena umpan",angry,0.91
388,apalagi bodoh,angry,0.87
389,marah nih nunaa,angry,0.97
390,"5/6 aakkkk benci kalo pulau2 kecil, ga paham",angry,0.9
391,takan ada kesempatan kedua jika tahun ini kalian masih bego semua data hasil kaya saya sia sia buat cerdaskan kalian,angry,0.87
392,"baunya busuk banget sumpah, gatau kucing w nih punya dendam apa sama gue pokoknya tiap dia kentut pasti deketin dan sok2 manja. aslinya kentutt",angry,0.88
393,centi bgt bangsat,angry,0.9
394,lagu ngegalau kelas 10 pas lagi jaman jamannya galauin cowo yang seharusnya ngga gue galauin haha dasar bodoh,angry,0.86
395,"inilah contoh orang2 yg belum siap bersosial media ya gini nih udah close minded, racist, bodoh attitude gak ada",angry,0.9
396,tiap kali nak marah mesti kena mcm ni. hahah takpela tak jadi nak marah,angry,0.92
397,"emosi dri kmrn ga ilang""",angry,0.98
398,"kyak gini nih manusia paling tolol! dikit dikit bawa agama, pola pikir goblok berkedok agamis.",angry,0.93
399,harinih nak pegi sekolahkan lawyer bodoh yang menyusahkan customer. haritu dah sign paperworks semua alih2 dia kata document silap print and i pula kena all the way pegi sign balik. firma bodoh itu langsung taknak bertanggungjawab even datang half way to meet client,angry,0.94
400,bodoh punya orang ! aku doakan makanan yg kau beli jatuh terburai tanpa sempt kau masuk mulut pun. amin,angry,0.91
401,emang emosi,angry,0.93
402,sumpah bikin emosi aja pagi pagi,angry,0.97
403,"satu keluarga suka kucing tapi ada 1 orang yaitu nenekku yang benci banget sama kucing kalo ketauan main kucing pasti diomelin, diperingatin toxo, penyakit, terus bulu nempel sebel banget apaan sih",angry,0.95
404,aku benci isi kepala ku isi hatiku dan semua,angry,0.91
405,iya tuh bapak emak w emang bodoh,angry,0.87
406,bodoh kau emang.,angry,0.86
407,"saraf pada otak mutanjir kena, ini mah udh ga ketolong tolol nya",angry,0.99
408,cebong memang bangsat,angry,0.86
409,"nah ini. kalau yg kita benci kejahatan2nya, siapapun wajib dilaporkan. dalam kejahatan itu siapapun bisa terlibat, kan?",angry,0.94
410,aku benci tahun ini,angry,0.86
411,pagi pagi dah bikin emosi yaa,angry,0.97
412,"oematmu tolol sih, gabisa bedain mana bunglon mana asli. kebanyakan halu ngentod ama bidadari transparan ya gini jadinya, otack tydak dipakai ya gesya",angry,0.97
413,artinya lg marah,angry,0.9
414,terus ujaran naon? ujaran bangsat? ujaran kunyuk?,angry,0.99
415,gpp gw emosi aja sama lu.,angry,0.88
416,ayo emosi jangan sabar,angry,0.86
417,azab jualan ayat lha bego,angry,0.93
418,duh adek gw bangsat dikasih duit buat infak malah dijajanin,angry,0.87
419,idih maunya enak di elu aja bodoh,angry,0.95
420,"benci banget sistem kredit. ok lah mereka mau cari untung lebih, tapi ngotak dikit lahh.. pantes emak w bacot bgt kalo 1% itu banyak beli cash di suruh indent 1 bulan udah gitu di diemin (gak ada basa basi atau nawarin lain). kalo kredit dah tuh heboh sendiri mereka nihh",angry,0.96
421,[cuping marah],angry,0.96
422,"jangan marah marah, namanya juga sepak bola, wasit juga manusia, bisa bikin salah tapi dada dari mana ya lord",angry,0.94
423,"no 3 kaga bener banget menurut gua mah. woii mencegah perzinahan ya lu tahan napsu bego jangan minta poligami. sekate kate banget minta poligami cuma buat muasin nafsu sendiri, jerk. dan no 4 menurut gua penyampaiannya salah distu seolah olah istri ni cuma alat pemenuh kepuasan",angry,0.97
424,lah adek gue udah lulus kuliah juga masih gue panggil adek. ade ade aje lu yee pagi pagi bikin emosi ni maap,angry,0.97
425,poin ke 3 tolol banget anjir astagfirullah,angry,0.86
426,tata lo juga bego yaa,angry,0.87
427,"santai buat cowok , gak ush emosi , sabar ok. biarkan mereka menilai seperti yak apa tentang cowok , kita cukup memilih mana yg lbh cocok haha",angry,0.98
