clean_text,emotion_label,stress_label
terima kasih ya bikin hari kampus keluarga,happy,0.29
tidak ada spesial random keluarga,neutral,0.25
sedih banget bareng teman,sad,0.62
bikin malam,angry,0.67
selesai makan siang kampus,neutral,0.36
susah pindah on jadi random pas jalan keluarga,sad,0.79
duduk dengar musik random kampus teman kantor,neutral,0.21
emosi lihat komentar orang pikir pagi,angry,0.77
geram banget layan banget kampus keluarga,angry,0.78
marah banget kerja beranta lucu,angry,0.81
lelah hadap orang egois serius kampus,angry,0.8
gugup jujur kantor teman kantor,anxious,0.71
kabar keluarga pagi ya pas jalan,happy,0.24
kesal banget orang tidak tepat banget asli pagi keluarga,angry,0.73
geram banget layan lucu rumah teman kantor,angry,0.85
produktif suasana hati bagus bareng teman,happy,0.15
geram banget layan kantor,angry,0.69
kabar keluarga pagi pikir kantor keluarga,happy,0.1
cemas pikir malam,anxious,0.71
geram banget layan random pas jalan,angry,0.95
marah banget kerja beranta jujur pagi teman kantor,angry,0.66
selesai makan siang rumah,neutral,0.4
anxious banget meeting coba santai malam teman kantor,anxious,0.71
kosong coba santai kantor,sad,0.74
pikir susah tidur coba santai kampus keluarga,anxious,0.92
anxious banget meeting jujur bareng teman keluarga,anxious,0.78
ya pas jalan,neutral,0.3
anxious banget meeting pikir,anxious,0.95
cuaca lumayan panas,neutral,0.23
marah banget kerja beranta kantor keluarga,angry,0.75
lelah hadap orang egois banget pagi keluarga,angry,0.77
bingung takut ambil putus banget pas jalan,anxious,0.96
cemas pikir bareng teman teman kantor,anxious,0.88
lolos interview kerja random rumah,happy,0.21
kosong lucu kantor,sad,0.59
coba santai kantor keluarga,sad,0.77
marah teman kantor,angry,0.66
sabar bohong serius kampus keluarga,angry,0.76
minggu seru banget jujur kantor,happy,0.16
lolos interview kerja ya,happy,0.13
tonton youtube sumpah kantor keluarga,neutral,0.29
lelah hadap orang egois pagi,angry,0.81
malam pikir sedih malam,sad,0.79
lelah hadap orang egois banget asli malam keluarga,angry,0.76
produktif suasana hati bagus jujur kantor keluarga,happy,0.22
takut gagal presentasi besok ya malam keluarga,anxious,0.7
istirahat sebentar serius kantor,sad,0.61
deg degan tunggu hasil umum bareng teman,anxious,0.75
takut gagal presentasi besok random pas jalan,anxious,0.76
baca berita santai banget asli keluarga,neutral,0.36
duduk dengar musik sumpah pagi teman kantor,neutral,0.44
kesal banget orang tidak tepat serius rumah,angry,0.71
sedih banget pikir malam,sad,0.6
terima kasih ya bikin hari pikir pas jalan,happy,0.16
takut gagal presentasi besok pikir malam,anxious,0.7
makan favorit bikin bahagia lucu,happy,0.05
lelah puas hasil bagus pikir malam keluarga,happy,0.09
baca berita santai sumpah,neutral,0.27
malam pikir sedih,sad,0.62
senang banget ketemu teman lucu pas jalan,happy,0.2
orang bikin emosi banget ya kampus teman kantor,angry,0.72
cuaca lumayan panas kampus,neutral,0.39
orang bikin emosi banget kampus keluarga,angry,0.81
lelah puas hasil bagus banget asli kantor,happy,0.16
lelah hadap orang egois banget asli pas jalan,angry,0.89
susah pindah on jadi bareng teman,sad,0.84
minggu seru banget rumah teman kantor,happy,0.14
tugas selesai lega banget pikir,happy,0.09
marah banget kerja beranta serius kampus keluarga,angry,0.73
kosong jujur kampus,sad,0.79
pikir rumah keluarga,neutral,0.22
cemas pikir pikir bareng teman,anxious,0.74
baca berita santai banget asli rumah,neutral,0.38
anxious banget meeting pikir kampus teman kantor,anxious,0.8
tugas selesai lega banget serius kantor,happy,0.08
malam pikir sedih banget asli rumah,sad,0.64
sedih banget jujur kantor,sad,0.77
lelah hadap orang egois kantor,angry,0.79
kesal banget teman kantor,angry,0.88
bikin kantor teman kantor,angry,0.81
malam pikir sedih random kampus,sad,0.77
selesai makan siang pagi teman kantor,neutral,0.39
bikin random pas jalan keluarga,angry,0.87
berat banget jalan,sad,0.7
duduk dengar musik jujur malam,neutral,0.29
selesai makan siang teman kantor,neutral,0.37
senyum pas jadi coba santai pagi,happy,0.06
takut hasil jelek kantor teman kantor,anxious,0.84
senang banget ketemu teman serius pas jalan,happy,0.1
sedih banget coba santai pas jalan,sad,0.83
coba santai kampus,sad,0.79
terima kasih ya bikin hari jujur teman kantor,happy,0.23
tugas selesai lega banget pikir kampus teman kantor,happy,0.21
anxious banget meeting pikir pagi,anxious,0.77
kabar keluarga pagi ya bareng teman teman kantor,happy,0.22
kecewa banget hasil kampus,sad,0.76
duduk dengar musik jujur pagi,neutral,0.37
cemas lucu rumah,anxious,0.97
senyum pas jadi random,happy,0.22
selesai makan siang serius kantor keluarga,neutral,0.42
bikin pikir pas jalan,angry,0.73
tidak ada spesial coba santai kampus,neutral,0.23
berat banget jalan ya bareng teman,sad,0.57
cemas pikir coba santai kampus,anxious,0.89
sabar bohong lucu pas jalan teman kantor,angry,0.69
terima kasih ya bikin hari serius kampus,happy,0.09
istirahat sebentar kantor,sad,0.76
lelah hadap orang egois sumpah pagi,angry,0.86
lelah puas hasil bagus serius pas jalan,happy,0.07
deg degan tunggu hasil umum banget kantor keluarga,anxious,0.74
besok jadwal meeting rutin coba santai malam keluarga,neutral,0.24
produktif suasana hati bagus lucu kantor keluarga,happy,0.07
istirahat sebentar lucu malam keluarga,sad,0.58
baca berita santai pikir,neutral,0.29
terima kasih ya bikin hari coba santai kampus,happy,0.16
kesal banget orang tidak tepat banget asli kantor,angry,0.86
pagi pergi sebentar minimarket random bareng teman,neutral,0.23
baca berita santai random kantor,neutral,0.33
istirahat sebentar coba santai malam,sad,0.79
anxious banget meeting rumah,anxious,0.78
habis beres kamar kerja banget bareng teman,neutral,0.41
makan favorit bikin bahagia pikir malam teman kantor,happy,0.26
kosong banget pagi,sad,0.78
makan favorit bikin bahagia kampus keluarga,happy,0.09
pagi pergi sebentar minimarket pagi keluarga,neutral,0.41
berat banget jalan sumpah kantor,sad,0.65
lelah puas hasil bagus lucu pas jalan,happy,0.24
cemas ya kampus,anxious,0.8
lelah sumpah kantor,sad,0.81
duduk dengar musik pikir pas jalan,neutral,0.4
cemas banget asli pagi,anxious,0.92
cemas ya pagi,anxious,0.83
geram banget layan kampus keluarga,angry,0.86
marah rumah,angry,0.86
lelah coba santai kantor,sad,0.55
istirahat sebentar banget asli rumah,sad,0.61
tugas selesai lega banget jujur kampus,happy,0.28
marah pas jalan,angry,0.84
makan favorit bikin bahagia coba santai kampus,happy,0.19
lucu malam,neutral,0.22
habis beres kamar kerja lucu rumah teman kantor,neutral,0.28
minggu seru banget pikir pas jalan teman kantor,happy,0.07
pikir susah tidur serius pas jalan,anxious,0.94
emosi lihat komentar orang sumpah kantor,angry,0.9
selesai makan siang coba santai pas jalan,neutral,0.37
lelah banget teman kantor,sad,0.61
sabar bohong rumah keluarga,angry,0.78
tidak ada spesial rumah,neutral,0.24
istirahat sebentar serius kantor teman kantor,sad,0.72
marah coba santai malam,angry,0.76
lelah hadap orang egois banget kampus,angry,0.72
duduk dengar musik lucu pagi,neutral,0.21
marah jujur bareng teman,angry,0.78
senang banget ketemu teman lucu pas jalan,happy,0.12
tonton youtube banget asli malam keluarga,neutral,0.24
senang banget ketemu teman ya pas jalan teman kantor,happy,0.21
cemas pikir serius malam teman kantor,anxious,0.86
hilang semangat rumah,sad,0.68
orang bikin emosi banget pikir kantor,angry,0.95
lolos interview kerja random pagi,happy,0.11
takut gagal presentasi besok random bareng teman,anxious,0.77
makan favorit bikin bahagia jujur rumah keluarga,happy,0.24
terima kasih ya bikin hari kantor,happy,0.06
minggu seru banget serius malam,happy,0.13
lolos interview kerja sumpah pas jalan,happy,0.21
minggu seru banget sumpah rumah,happy,0.11
kosong rumah,sad,0.6
hilang semangat kantor,sad,0.77
bingung takut ambil putus banget rumah teman kantor,anxious,0.75
produktif suasana hati bagus kampus teman kantor,happy,0.16
lolos interview kerja banget pagi teman kantor,happy,0.08
senyum pas jadi random pas jalan,happy,0.28
senyum pas jadi serius pagi,happy,0.05
orang bikin emosi banget lucu pagi,angry,0.92
geram banget layan pikir kampus,angry,0.78
senang banget ketemu teman banget rumah,happy,0.07
khawatir kondisi lucu kampus teman kantor,anxious,0.98
hilang semangat lucu bareng teman,sad,0.78
pikir susah tidur coba santai rumah,anxious,0.81
besok jadwal meeting rutin random rumah,neutral,0.24
senang banget ketemu teman kampus keluarga,happy,0.05
kesal banget orang tidak tepat serius pagi,angry,0.7
orang bikin emosi banget ya kampus keluarga,angry,0.77
anxious banget meeting kantor,anxious,0.91
bingung takut ambil putus sumpah pagi keluarga,anxious,0.87
geram banget layan,angry,0.83
geram banget layan serius pagi,angry,0.71
susah pindah on jadi banget bareng teman,sad,0.59
lelah random kampus,sad,0.56
anxious banget meeting lucu,anxious,0.72
duduk dengar musik kantor,neutral,0.34
anxious banget meeting pikir malam teman kantor,anxious,0.72
senang banget ketemu teman jujur kantor,happy,0.25
anxious banget meeting ya pas jalan,anxious,0.77
selesai makan siang jujur pas jalan,neutral,0.29
bikin pas jalan keluarga,angry,0.66
baca berita santai random kampus,neutral,0.26
lelah puas hasil bagus banget asli kantor,happy,0.15
tidak ada spesial lucu kampus,neutral,0.22
tonton youtube pikir,neutral,0.24
sedih banget banget kampus teman kantor,sad,0.6
hilang semangat kantor,sad,0.78
susah pindah on jadi kampus,sad,0.58
kecewa banget hasil coba santai kantor,sad,0.7
senyum pas jadi serius malam,happy,0.08
deg degan tunggu hasil umum pagi,anxious,0.71
deg degan tunggu hasil umum pikir kampus,anxious,0.75
pagi pergi sebentar minimarket serius kampus,neutral,0.29
senang banget ketemu teman sumpah malam,happy,0.13
tugas selesai lega banget serius rumah keluarga,happy,0.14
duduk dengar musik pas jalan,neutral,0.22
malam pikir sedih jujur pagi,sad,0.8
cuaca lumayan panas banget kampus,neutral,0.31
gugup,anxious,0.88
cemas pikir pagi keluarga,anxious,0.77
takut hasil jelek sumpah kampus,anxious,0.91
sabar bohong pas jalan teman kantor,angry,0.83
hilang semangat pikir malam,sad,0.57
pagi pergi sebentar minimarket ya bareng teman,neutral,0.26
takut gagal presentasi besok kantor,anxious,0.79
terima kasih ya bikin hari banget kantor keluarga,happy,0.21
kabar keluarga pagi sumpah pas jalan,happy,0.12
senang banget ketemu teman kantor keluarga,happy,0.15
takut hasil jelek pikir rumah,anxious,0.89
produktif suasana hati bagus kampus keluarga,happy,0.17
produktif suasana hati bagus bareng teman,happy,0.1
sabar bohong banget asli rumah,angry,0.7
makan favorit bikin bahagia malam,happy,0.25
kosong serius malam,sad,0.6
rumah,neutral,0.38
cemas lucu,anxious,0.76
tidak ada spesial sumpah rumah teman kantor,neutral,0.23
kesal banget jujur teman kantor,angry,0.88
emosi lihat komentar orang banget kantor teman kantor,angry,0.65
anxious banget meeting coba santai pas jalan,anxious,0.71
sabar bohong pikir kampus,angry,0.78
cemas pikir random kampus,anxious,0.75
istirahat sebentar jujur malam,sad,0.85
bingung takut ambil putus lucu bareng teman,anxious,0.71
habis beres kamar kerja random kampus keluarga,neutral,0.41
besok jadwal meeting rutin serius pagi keluarga,neutral,0.32
takut gagal presentasi besok sumpah rumah teman kantor,anxious,0.82
lolos interview kerja banget asli pas jalan teman kantor,happy,0.16
istirahat sebentar coba santai rumah keluarga,sad,0.7
minggu seru banget ya malam teman kantor,happy,0.12
takut hasil jelek lucu rumah,anxious,0.92
marah banget kerja beranta rumah,angry,0.73
bikin bareng teman,angry,0.78
duduk dengar musik ya pas jalan,neutral,0.21
takut hasil jelek pikir kampus keluarga,anxious,0.78
bingung takut ambil putus ya pagi keluarga,anxious,0.95
sabar bohong keluarga,angry,0.79
lelah puas hasil bagus serius bareng teman,happy,0.24
lelah puas hasil bagus sumpah malam,happy,0.11
duduk dengar musik lucu rumah,neutral,0.42
cuaca lumayan panas jujur,neutral,0.39
pikir susah tidur bareng teman keluarga,anxious,0.89
senyum pas jadi pikir bareng teman,happy,0.21
pagi pergi sebentar minimarket banget asli kantor,neutral,0.44
geram banget layan serius pagi teman kantor,angry,0.88
hilang semangat banget rumah,sad,0.67
baca berita santai sumpah pas jalan,neutral,0.35
marah banget kerja beranta ya bareng teman,angry,0.95
khawatir kondisi kampus,anxious,0.78
senang banget ketemu teman random malam teman kantor,happy,0.13
cemas pikir bareng teman keluarga,anxious,0.87
gugup jujur rumah,anxious,0.95
kosong kantor keluarga,sad,0.83
orang bikin emosi banget jujur bareng teman teman kantor,angry,0.79
kosong pikir pas jalan,sad,0.76
cemas pikir pikir rumah,anxious,0.84
pikir susah tidur banget asli,anxious,0.81
terima kasih ya bikin hari ya keluarga,happy,0.05
minggu seru banget banget kampus,happy,0.08
hilang semangat serius,sad,0.7
geram banget layan banget kampus,angry,0.66
hilang semangat kampus keluarga,sad,0.56
deg degan tunggu hasil umum banget asli kampus,anxious,0.81
takut gagal presentasi besok pikir kampus keluarga,anxious,0.72
anxious banget meeting random keluarga,anxious,0.72
lolos interview kerja ya pas jalan,happy,0.16
kecewa banget hasil coba santai malam,sad,0.63
tugas selesai lega banget sumpah rumah,happy,0.28
cemas pikir jujur pagi,anxious,0.96
cemas banget,anxious,0.97
orang bikin emosi banget pagi,angry,0.85
baca berita santai kampus,neutral,0.41
cuaca lumayan panas banget asli,neutral,0.29
malam pikir sedih ya kantor,sad,0.81
kosong random kampus,sad,0.77
besok jadwal meeting rutin sumpah kantor,neutral,0.41
bingung takut ambil putus lucu rumah,anxious,0.79
pagi pergi sebentar minimarket pikir keluarga,neutral,0.35
sumpah rumah,sad,0.8
produktif suasana hati bagus pikir,happy,0.18
gugup pikir kampus keluarga,anxious,0.87
lolos interview kerja random kampus keluarga,happy,0.05
lelah puas hasil bagus serius rumah keluarga,happy,0.28
istirahat sebentar pikir,sad,0.65
terima kasih ya bikin hari serius kantor,happy,0.24
pagi pergi sebentar minimarket kampus,neutral,0.42
anxious banget meeting sumpah kantor teman kantor,anxious,0.71
baca berita santai kampus,neutral,0.26
produktif suasana hati bagus bareng teman,happy,0.29
sedih banget pikir bareng teman teman kantor,sad,0.77
pagi pergi sebentar minimarket pagi,neutral,0.24
senang banget ketemu teman pikir pagi keluarga,happy,0.25
cemas coba santai bareng teman,anxious,0.79
pagi pergi sebentar minimarket coba santai,neutral,0.43
bikin malam keluarga,angry,0.86
cemas pikir sumpah pagi,anxious,0.85
cemas pikir pikir pas jalan,anxious,0.73
kesal banget orang tidak tepat,angry,0.81
kabar keluarga pagi coba santai malam,happy,0.09
marah,angry,0.8
tidak ada spesial coba santai,neutral,0.38
lelah hadap orang egois sumpah pagi keluarga,angry,0.9
bikin pikir pagi,angry,0.81
lolos interview kerja ya keluarga,happy,0.21
pagi pergi sebentar minimarket banget malam keluarga,neutral,0.36
minggu seru banget kampus keluarga,happy,0.24
kabar keluarga pagi serius malam teman kantor,happy,0.14
lelah hadap orang egois,angry,0.8
pagi pergi sebentar minimarket rumah,neutral,0.3
minggu seru banget bareng teman,happy,0.09
duduk dengar musik banget asli pas jalan keluarga,neutral,0.27
kabar keluarga pagi serius,happy,0.09
cuaca lumayan panas banget asli teman kantor,neutral,0.38
lelah malam,sad,0.62
pagi teman kantor,sad,0.75
lelah jujur bareng teman keluarga,sad,0.64
tidak ada spesial kantor,neutral,0.23
minggu seru banget banget asli pagi,happy,0.19
bikin malam keluarga,angry,0.82
kecewa banget hasil random rumah keluarga,sad,0.61
kesal banget coba santai malam,angry,0.67
hilang semangat jujur malam teman kantor,sad,0.79
tonton youtube banget asli kampus,neutral,0.33
emosi lihat komentar orang sumpah kampus,angry,0.95
habis beres kamar kerja random rumah teman kantor,neutral,0.27
kecewa banget hasil pikir kantor,sad,0.55
marah banget kerja beranta banget asli malam,angry,0.79
malam pikir sedih coba santai rumah teman kantor,sad,0.83
lelah puas hasil bagus kantor,happy,0.24
istirahat sebentar pikir bareng teman teman kantor,sad,0.63
sabar bohong banget pagi,angry,0.82
cemas pikir,anxious,0.84
terima kasih ya bikin hari banget bareng teman keluarga,happy,0.06
marah ya malam teman kantor,angry,0.92
kabar keluarga pagi lucu kampus,happy,0.1
takut hasil jelek sumpah kantor teman kantor,anxious,0.88
istirahat sebentar pikir,sad,0.75
sedih banget sumpah rumah keluarga,sad,0.74
takut hasil jelek banget asli pas jalan,anxious,0.98
cemas pikir kampus,anxious,0.78
senyum pas jadi pikir bareng teman keluarga,happy,0.24
kosong pagi,sad,0.61
geram banget layan pagi,angry,0.7
kosong sumpah malam,sad,0.66
emosi lihat komentar orang jujur kampus,angry,0.92
