clean_text,emotion_label,stress_label
mentalbreakdance kemarin jauh sbntar tidak ingin bocah cilik kena vibe negatif emosi banget banting pintu kamar mandi mandi siram kepala menang kamar mandi mending,angry,0.86
takut usaha tenang,anxious,0.87
tuju padal orang banget ayato pas ayato leaks kayak kecewa tidak excited ayato mending drip marketingnya mihoyo langsung,sad,0.7
he salah unggah malu,anxious,0.76
ah baca data biasa tengok kes je takut,anxious,0.73
pagi pagi emosi baca au kesal tidak boleh bikin bian kecewa sedih ih,angry,0.89
bagus denise klarifikasi biar lockey tidak fitnah agens denise keluar tidak mungkin vine bodoh,neutral,0.28
chaki buat sebal banget kemarin ngebet jodohin kak heeseung kaget puool tau teman oa ku laku beda maksimal real,anxious,0.84
minimal vaksin tidak papa demam koj,neutral,0.3
buat salah jangan keluh jangan marah ajar salah coba beda,neutral,0.32
sedih ya godain chita pakai twit menang,sad,0.6
teman teman suka banget lagu lucu,happy,0.01
huaa alhamdulillah pagia kabar jimin,happy,0.13
iya jangan kuat malu,neutral,0.26
pagi marah marah,angry,0.87
tengil suka marah marah songong jarang orang suka galau sibuk giat osisnya kadang manja kayak anak lucu kadang kadang ngeles alas contoh suruh makan,neutral,0.28
kakak tidak rokok kak benar tidak rokok tidak diam rokok papah okok akut kasih rokok ngetest tidak suka tidak rokok teman rokok tidak jadi cowok tidak rokok,neutral,0.27
tolol banget cinta mimpi kejar kejar setan malam anjing bocah cilik iya iya bicara,angry,0.97
menang pas prilly marah mama papa ngeluapin menang hidup prilly related,sad,0.6
suruh mati tolol,angry,0.99
makhluk mitos bulgasal balas dendam jalan temu keluarga kayak balas dendam fokus hubung manusia suka banget hubung develop pokok bagus banget huhu,happy,0.06
tentuu,neutral,0.24
benci jenuh,angry,0.91
tafsir ya kaget tidak kaget takut boi,anxious,0.77
hati hati akun palsu mengatasnamakan bank mandiri data rahasia informasi kait produk promo tarik bank mandiri chat mita whatsapp official jaga sehat tks wilsa end,neutral,0.32
jujur shock bangsat kayak drake doang tidak sampai bangsat,angry,0.9
hai widyaa jangan lupa sarap bahagia ya have good pekan,happy,0.13
negara negara demokrasi hormat nur wahid takut banget nama museum,anxious,0.85
komentar bangsat,angry,0.99
tidak erti sedih,sad,0.72
kabar,happy,0.2
makan notifikasi kaget,anxious,0.84
umur kayak nder cowok kayak tidak pernah dekat lucu sedih kata perawan tua,sad,0.59
sedih,sad,0.73
lucu tidak apa sedih kayak wajar mending tonton momen bawa lucu gue tidak rewatch getheer,neutral,0.26
rumit banget orang ya tidak suka ya simpel keep ribet banget hidup,angry,0.94
februari campur aduk bahagia anak dewasa cemas alas,anxious,0.76
benci tau tengkar asa,angry,0.91
bdsm bangun semangat kangen,happy,0.08
kayak kasih apa orang jarang banget jadi gemini suka main main jarang banget serius lucu,happy,0.11
ingin mengenggam tangan peluk diri erat wujud muak dengan,sad,0.62
alay but pkn tidak suka pkn kasih tugas banget,sad,0.62
okok gue tau kabar covid,neutral,0.31
benci banget mantan,angry,0.89
costum sekian tunggu suka banget blakang buka buka yuk bo isi slot malam minggu langsung direct message wajib uang muka,happy,0.13
kali otak biar stay kepala jangan pindah pindah kontol juancok tolol gih musnah ngehabis oksigen hidup,angry,0.86
benci banget pagi pagi lini bikin iri dengki,angry,1.0
mvp marah capai komisi siar indonesia,angry,0.93
pas dowoon wonpil kaget tau wish member pas young okee eod pas sungjin lucu,happy,0.05
seru ya baca twit kemarin kemarin feeling orang gila banget suka tertawa nasib,happy,0.18
astagfirullah tidak jadi sedih baca twit,neutral,0.32
ayah suh bawa exora tidak hostel kelat muka gue bukan tidak suka takut drivenya mobil gedek banget,anxious,0.72
gembira gembira tidak lampau hak kuasa tidak ambil bukan hak adab orang iman,neutral,0.27
takut banget kepala pusing tenggorok serak badan hangat untung maju teknologi selamat anak indekos seperti terima kasih gomart,anxious,0.77
sedih dahla yen mahal beli usd,sad,0.77
semangat ya jangan mau jadi main,happy,0.17
alamat palsu harap palsu,neutral,0.27
kesal,angry,0.9
hilang member sakit hati,neutral,0.22
tolol tau crush tidak erti bahasa inggris ngode pakai lagu western,angry,1.0
laku teman suka kayak bilang on the way eh tau tau banget,angry,0.92
main pakai first pon kalah tidak dengan kelab bodoh bala,angry,0.93
pagi syahdu banget dingin hujan sepi cocok rebah anyway pagi moots have great pekan,happy,0.09
tuju banget orang ngantukan suka merem aktivitas minum kopi tidak mempan tau jam habis minum kopi antuk bukan melek lucu lucu gue,happy,0.17
pikir suka banget pikir bikin sedih,sad,0.76
pintar tolol,angry,0.86
nyenye cowok bangsat,angry,0.98
playlist semangat pagi,neutral,0.29
my bangun buka handphone kabar kayak senang banget ya ampun,happy,0.13
normal,neutral,0.23
malu media sosial gampang ajak balikankalo tidak bodoh nama,neutral,0.23
kota suram banget kayak,neutral,0.32
begadang hyung,neutral,0.32
laku bocah cilik,neutral,0.3
jends coba skintific moist bagus beli ragu harga lumayann,anxious,0.79
selamat pagi socialthreeners mana biar semangat ayo unduh kumpul foto ilmu tahu sosial,neutral,0.24
bikin emosi pagi,angry,0.89
anjing banget litsus disemangatin alah gue takut banget,anxious,0.9
pesan semangat mangkalnya kakak perempuan,happy,0.11
ajar islam utuh jangan hanya hukum islam biar orang bijaksana adab,neutral,0.25
malu oke santuy fandom police tidak sampai sedih,sad,0.56
salam phia kenal gading baskara gading sapa agenda pekan,neutral,0.35
bukan pens manchester united namanye tidak ikut an tolol,angry,0.98
lucu fan aot marah gara kalah rank bisque doll,angry,0.89
semangat,happy,0.05
bacot bangsat,angry,0.98
anjrit sedih baca tidak jadi sedih,sad,0.73
kaget tb jepang,anxious,0.88
bego maraton baca minggu doang wt eng pas tau daily pas,angry,0.91
enak banget,happy,0.12
bangsat lucu pipis kayak,happy,0.17
tidak enak,sad,0.68
gue benci banget ptm kayak adik ptm kabar teman sekolah sakit massal sakit tau word orang not adik gue sakit ya gue asumsi sekolah,angry,0.85
takut gue cium macan pendekar biru,anxious,0.81
benci banget lihat profesional banget tukang nyinyir dokter tidak ada kode etik atur etika sosial media ya,angry,0.9
ragu baik ulur tangan malu malu sang kawan jangan bawa aneh aneh ya,neutral,0.37
media sosial baca komen psi peleset panjang partai sampah indonesia sangat sedih dengar percaya kualitas pimpin surat pemberitahuan tahun,sad,0.69
sedih malam dengar denise akwihfiaia sedih,sad,0.61
gampang ta pancing pakai tambang timba jangan dalam takut tidak sampai,anxious,0.85
kak caa semangat ya can well cape istirahat jangan lupa biar tidak makin tumpuk sending lot of virtual hug kakakk,happy,0.13
lucu enak pakai nalar pikir hitung hitung,happy,0.02
pagi sepi,neutral,0.25
enak,neutral,0.25
apa grup tidak stan bubar sedih banget,sad,0.72
kirim foto agropolis wonosalam,neutral,0.26
lucu can relate senang sedih tau senang awet muda sedih anak,neutral,0.22
badut tidak malam chingu butuh badut sayang biar semangat jalan,happy,0.14
kali suka orang suka orang sedih hidup,sad,0.69
sungguh allah tidak suka orang wajah muram hadap kawan kawan dailami,neutral,0.23
iya enak cosplay nasa,happy,0.1
etik ganteng ngentot bangsat anjing kontol biadab berengsek hanceut bereum,neutral,0.21
sedih sumpah bikin tahan nge stan secret number denise member masuk firasat denise jujur tidak bisa terima datang member thankyou denise thankyou secret number and goodbye,sad,0.73
hi cari jasa uji nasional sus uji nasional lock ya iya unlock all case acc unlock umur acc unsus acc payment close uns permanen semi perm,neutral,0.31
ha sumpah kaget,anxious,0.8
balap moto gp enea bastianini pakai alat tongkat usir hewan batman,neutral,0.26
benci banget hati busway keluar masuk orang,angry,0.88
salah sudut bibir tarik senyum tipis patri paras tampan milik penuh semangat lanjut bait lagu anak sekolah kali manja gemetar dada bisik cinta hati malu,neutral,0.39
klarifikasi instagram mas resto tau positif tunggu hasil tunggu mobil makan ya tinggal drive thru tunggu hasil pacar tidak mana takut hasil positif nularin santai anjir,anxious,0.76
ya allah kaget banget direct message kakak anin tau tau menang,anxious,0.87
alhamdulillah panik banget syukur,happy,0.1
alhamdulillah sehat titip salam,neutral,0.22
enak banget tidur jam malam bikin gendut kulit bersih cerah,happy,0.07
tidak bisa malam sedih banget tidak sampai menang orang memb lockey semangat ya mesti og,sad,0.79
mmf ya sayang bodoh xixi,angry,0.93
semangat,happy,0.18
know that some ppl disappointed his official appearance tidak kecewa pretty ayato is justice,neutral,0.25
iya anjink ngakak tampar kayak hidup bego,angry,0.96
usaha banget cari duit by the way jajan kantor ku suka pas tidak masuk tidak jajan paksa titip jajan besok bilang besok jangan begitu ya tidak ingin jajan,neutral,0.22
tyhan tidak kuat banget bangsat,angry,0.9
enak banget bangsat bilang flop,angry,0.99
halo mas jnt terima kasih antar paket sayang nama double,happy,0.15
astagfirullah marah marah,angry,0.88
benar denise out secret number sedih banget baca,sad,0.67
respon via direct message ya kak nomor internetnya info via mention harap hapus ya privasi langgan khawatir salah tidak tanggung terima kasih lia,neutral,0.37
debut boa kali laku bareng member got the beat bikin karina aespa taeyeon snsd kaget,neutral,0.39
kayak wajar sih gede kucing,neutral,0.35
ajar paham penuh barangkali obat baik cegah kecewa sakit hati,neutral,0.39
semangat sayang,happy,0.1
gubernur cumut diam tanggap keledai bodoh akibat malu diam entar habis jabat,neutral,0.23
ya kali kaget,neutral,0.2
bestie nikahh tau sedih ya,sad,0.79
anis for presiden insyaallah dukung rekam jejak beliau beliau khianat beliau tidak dendam balas kerja hasil bukan cuma omong doang bacot depan depan hati cerdas,angry,0.91
sedih hibur,happy,0.03
jadi rumah rumah pertama gagal nyaman untuk pulang salah besar jadi rumah dua pergi tau,neutral,0.22
selamat pagi fan mu sabar kecewa wakakaak,happy,0.02
orang bijak ajar orang bodoh orang bodoh tidak mau ajar orang bijak,neutral,0.24
eh kak yumii rest well ya semangat ajar jangan lupa jaga sehat,happy,0.16
ubah hati satu beban kecewa ku,sad,0.8
benci,angry,0.86
marah,angry,0.9
tuhan moga istirahat malam damai pagi indah harap semangat amin,happy,0.04
bodoh xixi,happy,0.05
genre apa cerita bikin sedih menang nangisin zombie all of us are dead,sad,0.8
asli ikut sedih banget denise out suka banget suara,sad,0.62
bodoh sogok,angry,0.96
wts rupiah receh acc verifikasi all email pas masuk hati mt non moots tes enak unfollow go green wa ba verifikasi mastip maret,neutral,0.37
gue serah joki kali ya tugas poem ya allah bego ing,angry,0.86
kakak meni ayah bilang bilang lelaki cinta kakak cinta ayah istri buat kesal tahan sabar jangan pukul,neutral,0.37
tahap pasrah ya coba orang bisa mandang bulu lebih benci tidak suka hak bodoh amaat lucu,neutral,0.26
nan watashi daijoubu desu tidak perlu khawatir sus chan,neutral,0.31
naeun suka lagu sedih dengar lagu lagu gambar suasana hati,sad,0.77
bodoh anjing,angry,0.91
me kazuha ganti yae alias takut percaya,anxious,0.76
suka banget lagu nyanyi lagu mandi makan kerja santai nyanyi lagu tau videoclip asli pas buka ytb and tonton video klip auto kicep jujur lagu bagus tagih,neutral,0.24
iya mending batalin kayak belanja batu anyway semangat upraknyaa,happy,0.15
beda coba chat huruf kapital tidak sahabat tolol,angry,0.98
sepi ya,sad,0.66
enak banget kerja tidak ada bos dengar lagu jakarta nikmat,happy,0.03
bodoh liga spanyol nomor,angry,0.96
paham enak baca recap youtube google pas game coba cari baca,neutral,0.21
orang priveleged je air evian mahal,neutral,0.23
benci karakter cheol kayak han sakit hati ditegesin peka tidak masalah his feeling towards nu the way he treated han that hate the main banget lucu jerk,angry,0.97
marah korban ya,neutral,0.36
remeh lawan kecewa hasil,neutral,0.39
kaget tidak tonton,anxious,0.8
takut tekuk ngepas banget sizenya,anxious,0.72
wtm tunggu lta sisi fmc ganti kali tidak sabar ya takut wuaduu,anxious,0.71
non moots ya allah bye ah malu,anxious,0.86
ngulet kasur enak banget lucu,happy,0.17
mahfud berita hoaks sebar platform media sosial harap wadah interaksi warga positif,neutral,0.33
good pagi prendd gua bentar kabar,neutral,0.29
hai semangat dulunya tebus obat konsultasi psikiater tabung habis obat mental doang mahal banget kadang tidak jajan bulan urus mental juang banget kantong asa pokok ayo semangat,happy,0.08
tidak akan telusur tuntas makna kisah ayat alquran surat pemberitahuan tahun ambil potong ayat sebar jelek an ajar islam,neutral,0.34
but if get easily attached sedih pisah adek kucing ya siap mental ya,neutral,0.24
suka malu malu kah,neutral,0.2
semangat go,happy,0.05
tahan siasiakan mending evaluasi ayo jalan,neutral,0.35
semangat nge ba,happy,0.0
takut banget,anxious,0.79
bismillah semangat jangan serah bigwin,happy,0.15
umum final tunggu tunggu bulan pasti sedih ya but ambil sisi baik lihat denise giat jangan judge ambil putus baik and well welcome back our mm,neutral,0.35
tidak ada tonjol,neutral,0.23
telat tau fakta min tanding kasih tau fakta tidak se kecewa,angry,0.95
ngedads bodoh pakai kasih nama guna akun bodoh ya lucu habis apa anak wack tidak kamu sidah isbat anak,neutral,0.21
lucu biar bahagia,neutral,0.39
sedih salah ketik,sad,0.65
sedih jadi tidak ada nolong abang anjing telpon bunda nolong perempuan kontol bangsat cantik tolong abang kakek robek tidak tolong,angry,0.94
untung malam matlis tidak kecewa tidak nonton mu lucu,happy,0.03
memang cemas sempurna milik cemas hidup menit seta,anxious,0.74
not sender selesai baca genre romance mental health bagus banget suka cerita tidak cuma romance bahas mental health bahas psikologi bawa jalan authornya ngedeskripsiin tempat bagus,happy,0.1
tidak sih kak rumah jam pagi kyinya fix antuk banget tidak kuat melek kira malam lucu mino benci ya,anxious,0.74
aihh bilang kecewa cubit pipi pipi tidak ada isinyaa,sad,0.73
semangat tin,happy,0.0
tenang beranta bahagia sedih,neutral,0.38
cebong bangsat,angry,0.86
ketemu dongkrak antik tidak malah takut bocah,neutral,0.25
eh masuk kelompok dendam maaf ya allah kayak ih bawa kakak tingkat tau teman,angry,0.93
etika kereta cari internet malam tidak ada larang tidur kompartemen kereta senyum tidak berisik kotor kompartemen,neutral,0.29
amin semangat ya tim arkeolog,happy,0.08
lucu bangsat,happy,0.09
nenek mak ku orang bicara kadang suka njawab heran banget,angry,0.98
tidak ngapasie,neutral,0.32
sumpah wak malu banget niat praktik efek deterjen ikan ikan loncat wadah refleks kaget anjir bahan tertawa murid murid gede,anxious,0.9
ramai kaget qrt ghaibnya,anxious,0.82
lucu maaf banget anggap lucu grup angkat ngabarin crush ku hilang kayak tertawa panik tidak panik laki katany hobi traveling moga canda ya tertawa on pulsek,happy,0.07
suka kesal banget suka marah tidak ngabarin pergi pergi ngabarinnya pas ks,angry,0.86
malu,anxious,0.85
sedih lihat lini orang kayak bukan orang sumbar,sad,0.69
makasii semangat ya,happy,0.07
iya lihat berita sedih banget menang,sad,0.71
parah iya enak rebah coy mbi lihat udan,neutral,0.24
sah bodoh,angry,0.91
fakta kakel rumah arah rumah gue pulsek jalan rumah anjrit belakang kaget belok kesini,anxious,0.78
sch sedih banget mingdep ptm huhu mnaa sekolah tidak punya teman dekett apalagi kloo hem sedihnyah iklan join komunitas mahasiswa schcampus telegram discord,sad,0.63
made minggu berat kemarin lewat puas banget hasil minggu berat telah libur yuk yuk,happy,0.08
gemini plin plan banget suka banget ngerubah rencana orang tidak jelas,angry,1.0
suka orang takut bilang sasimo,anxious,0.74
tell seller open sharing photopack sg suka lelah tidak jual sisa sharing kayak susah banget ngelirik polaroid pc konsep sekali cust beli pola pc konsep langsung pikir oh my god malaikat susah,neutral,0.32
streaming child pagi pagi enak banget seling ssfw we go up,happy,0.16
sa gue orang gue lumayan suka ya jadi nyaman sa gue gue anggap teman ya kadang teman nge blok suka bukan gue ngamok tidak pernah obrol ya gue bingung,sad,0.5
happy birthday uri jisungiee moga umur sehat karirnya sukses jauh buruk keliling orang pokok jangan lupa bahagia ya,happy,0.11
oh my god finally kabar pagi jimii sayang kuat banget hebat banget bangga jimii istirahat ya sayang mam jangan cape moga cepat pulih sayang lulls,happy,0.16
