text,emotion_label,stress_label
senyum sendiri pas inget kejadian tadi banget asli tadi pagi,happy,0.08
masih susah move on dari kejadian itu banget asli tadi pagi sama temen kantor,sad,0.78
marah banget karena kerjaan berantakan di kantor sama temen kantor,angry,0.9
sekarang lagi nonton youtube padahal udah coba santai,neutral,0.32
besok ada jadwal meeting rutin wkwk di rumah sama keluarga,neutral,0.4
rasanya sedih banget akhir akhir ini jujur aja waktu malam sama keluarga,sad,0.76
anxious banget sebelum meeting tadi jujur aja di kampus sama keluarga,anxious,0.94
kepikiran banyak hal sampai susah tidur wkwk tadi pagi sama keluarga,anxious,0.85
kepikiran banyak hal sampai susah tidur agak random sih pas perjalanan sama dia,anxious,0.78
akhirnya lolos interview kerja wkwk di rumah sendiri,happy,0.27
kenapa sih harus bikin masalah terus banget asli tadi pagi sama dia,angry,0.73
kehilangan semangat buat ngapa ngapain tapi yaudahlah waktu malam sendiri,sad,0.66
lagi baca berita sambil santai dari tadi kepikiran pas perjalanan sendiri,neutral,0.38
marah banget karena kerjaan berantakan serius di kantor sama dia,angry,0.92
akhirnya lolos interview kerja hari ini pas perjalanan sama temen kantor,happy,0.12
cemas mikirin masa depan jujur aja tadi pagi sendiri,anxious,0.76
habis beresin kamar dan lanjut kerja sih tadi pagi sama dia,neutral,0.37
rasanya gugup terus hari ini wkwk tadi pagi,anxious,0.82
rasanya pengen marah terus hari ini tadi pagi sendiri,angry,0.77
rasanya kosong aja hari ini hari ini pas perjalanan sama keluarga,sad,0.76
akhirnya tugas selesai juga lega banget sih di kantor sama dia,happy,0.13
dapat kabar baik dari keluarga tadi pagi agak random sih bareng temen sama temen kantor,happy,0.22
kesal banget hari ini serius pas perjalanan sama keluarga,angry,0.93
bingung dan takut ambil keputusan agak random sih bareng temen sama temen kantor,anxious,0.95
masih susah move on dari kejadian itu sama dia,sad,0.82
khawatir sama kondisi sekarang sih bareng temen sendiri,anxious,0.82
takut kalau hasilnya jelek jujur aja waktu malam,anxious,0.91
emosi lihat komentar orang tadi tapi yaudahlah sendiri,angry,0.73
deg degan nunggu hasil pengumuman serius tadi pagi sama keluarga,anxious,0.76
kecewa banget sama hasilnya dari tadi kepikiran pas perjalanan sama dia,sad,0.59
anxious banget sebelum meeting tadi sumpah di rumah sama dia,anxious,0.89
hari ini berat banget dijalanin dari tadi kepikiran bareng temen,sad,0.73
hari ini berat banget dijalanin dan kepikiran terus di rumah sama temen kantor,sad,0.79
kehilangan semangat buat ngapa ngapain tapi yaudahlah di kantor,sad,0.67
khawatir sama kondisi sekarang hari ini di rumah sama keluarga,anxious,0.96
dapat kabar baik dari keluarga tadi pagi jujur aja di kantor sama dia,happy,0.2
habis beresin kamar dan lanjut kerja banget asli bareng temen sama keluarga,neutral,0.4
udah sabar tapi masih dibohongin wkwk di kampus sama dia,angry,0.77
hari ini ga ada hal spesial jujur aja tadi pagi sama keluarga,neutral,0.38
anxious banget sebelum meeting tadi dari tadi kepikiran pas perjalanan,anxious,0.83
habis beresin kamar dan lanjut kerja agak random sih waktu malam sendiri,neutral,0.38
sekarang lagi nonton youtube sih bareng temen,neutral,0.3
takut gagal di presentasi besok sumpah bareng temen,anxious,0.88
kehilangan semangat buat ngapa ngapain wkwk tadi pagi sama keluarga,sad,0.69
takut gagal di presentasi besok sih,anxious,0.82
besok ada jadwal meeting rutin banget asli di kampus,neutral,0.21
masih susah move on dari kejadian itu agak random sih waktu malam sama dia,sad,0.67
deg degan nunggu hasil pengumuman sumpah bareng temen sama dia,anxious,0.72
rasanya sedih banget akhir akhir ini banget sendiri,sad,0.73
kenapa sih harus bikin masalah terus wkwk di rumah sama keluarga,angry,0.78
deg degan nunggu hasil pengumuman padahal udah coba santai pas perjalanan sama temen kantor,anxious,0.73
baru selesai makan siang tadi di kampus,neutral,0.36
deg degan nunggu hasil pengumuman di kantor sama keluarga,anxious,0.86
akhirnya tugas selesai juga lega banget tapi yaudahlah sama temen kantor,happy,0.19
kesal banget hari ini sumpah bareng temen,angry,0.92
orang itu bikin emosi banget wkwk pas perjalanan sama keluarga,angry,0.72
capek sama keadaan sekarang agak random sih di rumah sama keluarga,sad,0.73
kenapa sih harus bikin masalah terus dari tadi kepikiran di kampus sama dia,angry,0.86
rasanya kosong aja hari ini serius sama dia,sad,0.76
hari ini biasa aja seperti biasanya hari ini sama temen kantor,neutral,0.38
malam ini kepikiran terus jadi sedih agak random sih sama temen kantor,sad,0.62
khawatir sama kondisi sekarang di kantor sama keluarga,anxious,0.96
akhir minggu ini seru banget sih waktu malam sama temen kantor,happy,0.15
sekarang lagi nonton youtube dari tadi kepikiran di kantor sama dia,neutral,0.22
aku cuma pengen istirahat sebentar dan kepikiran terus bareng temen sama dia,sad,0.57
takut gagal di presentasi besok sih bareng temen,anxious,0.85
kehilangan semangat buat ngapa ngapain agak random sih tadi pagi sama keluarga,sad,0.61
senyum sendiri pas inget kejadian tadi padahal udah coba santai pas perjalanan sama keluarga,happy,0.09
anxious banget sebelum meeting tadi padahal udah coba santai di kantor sama dia,anxious,0.9
seneng banget hari ini ketemu temen lama dan kepikiran terus bareng temen sama dia,happy,0.13
marah banget karena kerjaan berantakan serius bareng temen sendiri,angry,0.74
kenapa sih harus bikin masalah terus hari ini tadi pagi,angry,0.71
sekarang lagi nonton youtube dari tadi kepikiran tadi pagi,neutral,0.37
kenapa sih harus bikin masalah terus agak random sih di kantor sama dia,angry,0.79
hari ini produktif dan mood bagus pas perjalanan sama keluarga,happy,0.11
takut kalau hasilnya jelek banget asli di kantor sendiri,anxious,0.81
makan favorit hari ini bikin bahagia padahal udah coba santai pas perjalanan,happy,0.07
capek ngadepin orang yang egois banget asli di rumah sama keluarga,angry,0.88
kenapa sih harus bikin masalah terus serius tadi pagi sama keluarga,angry,0.78
rasanya kosong aja hari ini sumpah pas perjalanan sama dia,sad,0.72
kepikiran banyak hal sampai susah tidur sih di kampus sama temen kantor,anxious,0.94
aku cuma pengen istirahat sebentar wkwk tadi pagi,sad,0.67
orang itu bikin emosi banget sih pas perjalanan sama temen kantor,angry,0.91
rasanya pengen marah terus sama dia,angry,0.74
capek ngadepin orang yang egois padahal udah coba santai tadi pagi,angry,0.89
rasanya sedih banget akhir akhir ini banget asli bareng temen sama temen kantor,sad,0.57
rasanya gugup terus hari ini dan kepikiran terus tadi pagi sama dia,anxious,0.95
baru selesai makan siang tadi tapi yaudahlah di rumah sama dia,neutral,0.29
khawatir sama kondisi sekarang padahal udah coba santai sama keluarga,anxious,0.74
lagi duduk sambil denger musik banget asli di kantor sama dia,neutral,0.36
bingung dan takut ambil keputusan serius tadi pagi,anxious,0.75
khawatir sama kondisi sekarang dan kepikiran terus di kantor sendiri,anxious,0.93
capek sama keadaan sekarang dari tadi kepikiran pas perjalanan,sad,0.79
kepikiran banyak hal sampai susah tidur wkwk di rumah sama temen kantor,anxious,0.78
makasih ya udah bikin hariku lebih baik banget asli bareng temen sama temen kantor,happy,0.1
senyum sendiri pas inget kejadian tadi tapi yaudahlah di rumah,happy,0.14
hari ini produktif dan mood bagus bareng temen,happy,0.08
besok ada jadwal meeting rutin jujur aja sendiri,neutral,0.29
akhirnya tugas selesai juga lega banget sumpah di kampus,happy,0.11
bingung dan takut ambil keputusan tapi yaudahlah di kantor sendiri,anxious,0.81
cuaca hari ini lumayan panas tapi yaudahlah sama temen kantor,neutral,0.2
takut gagal di presentasi besok tapi yaudahlah di rumah sendiri,anxious,0.77
capek ngadepin orang yang egois serius bareng temen sama keluarga,angry,0.9
masih susah move on dari kejadian itu padahal udah coba santai,sad,0.56
emosi lihat komentar orang tadi bareng temen sendiri,angry,0.89
tadi pagi pergi sebentar ke minimarket banget asli bareng temen,neutral,0.4
ngerasa sendirian akhir akhir ini wkwk di kantor sama keluarga,sad,0.7
bingung dan takut ambil keputusan di rumah sama dia,anxious,0.72
akhir minggu ini seru banget sumpah tadi pagi,happy,0.12
geram banget sama pelayanan tadi padahal udah coba santai di rumah,angry,0.89
deg degan nunggu hasil pengumuman banget asli tadi pagi sama keluarga,anxious,0.83
orang itu bikin emosi banget dari tadi kepikiran waktu malam,angry,0.72
akhirnya lolos interview kerja banget asli bareng temen sama keluarga,happy,0.2
rasanya sedih banget akhir akhir ini jujur aja di kampus sama keluarga,sad,0.63
orang itu bikin emosi banget dan kepikiran terus pas perjalanan sama temen kantor,angry,0.87
dapat kabar baik dari keluarga tadi pagi tapi yaudahlah di rumah,happy,0.14
takut kalau hasilnya jelek hari ini di kampus sendiri,anxious,0.92
capek ngadepin orang yang egois,angry,0.88
kepikiran banyak hal sampai susah tidur serius pas perjalanan sama dia,anxious,0.93
capek ngadepin orang yang egois jujur aja waktu malam sama dia,angry,0.66
hari ini biasa aja seperti biasanya agak random sih waktu malam sama dia,neutral,0.27
sekarang lagi nonton youtube wkwk pas perjalanan sendiri,neutral,0.22
rasanya sedih banget akhir akhir ini banget waktu malam sendiri,sad,0.58
senyum sendiri pas inget kejadian tadi banget sama keluarga,happy,0.16
hari ini biasa aja seperti biasanya sih di rumah sama keluarga,neutral,0.34
takut gagal di presentasi besok tapi yaudahlah pas perjalanan sama dia,anxious,0.74
geram banget sama pelayanan tadi wkwk tadi pagi sama dia,angry,0.88
tadi pagi pergi sebentar ke minimarket sih di kantor sama dia,neutral,0.28
cuaca hari ini lumayan panas sih pas perjalanan sama dia,neutral,0.45
dapat kabar baik dari keluarga tadi pagi agak random sih sama keluarga,happy,0.1
habis beresin kamar dan lanjut kerja banget asli pas perjalanan sendiri,neutral,0.31
sekarang lagi nonton youtube agak random sih tadi pagi sama keluarga,neutral,0.29
kecewa banget sama hasilnya serius tadi pagi sama dia,sad,0.64
rasanya kosong aja hari ini dari tadi kepikiran tadi pagi sama keluarga,sad,0.66
dapat kabar baik dari keluarga tadi pagi banget waktu malam sama dia,happy,0.24
deg degan nunggu hasil pengumuman banget di kantor sama keluarga,anxious,0.74
rasanya gugup terus hari ini waktu malam sendiri,anxious,0.96
orang itu bikin emosi banget dan kepikiran terus waktu malam sama temen kantor,angry,0.71
besok ada jadwal meeting rutin sumpah sendiri,neutral,0.25
makasih ya udah bikin hariku lebih baik agak random sih waktu malam sendiri,happy,0.16
masih susah move on dari kejadian itu agak random sih sama dia,sad,0.71
hari ini biasa aja seperti biasanya agak random sih pas perjalanan sendiri,neutral,0.36
cuaca hari ini lumayan panas wkwk waktu malam sendiri,neutral,0.4
takut kalau hasilnya jelek sumpah di kantor sama temen kantor,anxious,0.88
habis beresin kamar dan lanjut kerja sih bareng temen sama dia,neutral,0.38
ngerasa sendirian akhir akhir ini hari ini bareng temen sama dia,sad,0.58
khawatir sama kondisi sekarang banget asli bareng temen sama dia,anxious,0.97
kesel banget sama orang yang ga tepat waktu serius di kampus sama dia,angry,0.66
ngerasa sendirian akhir akhir ini tapi yaudahlah di rumah,sad,0.83
aku cuma pengen istirahat sebentar dan kepikiran terus tadi pagi sama dia,sad,0.67
orang itu bikin emosi banget sih di kampus sama dia,angry,0.66
rasanya pengen marah terus hari ini di rumah sendiri,angry,0.72
kesel banget sama orang yang ga tepat waktu banget di kantor sama temen kantor,angry,0.69
capek sih tapi puas hasilnya bagus pas perjalanan sama temen kantor,happy,0.29
makasih ya udah bikin hariku lebih baik serius pas perjalanan,happy,0.3
akhirnya tugas selesai juga lega banget sumpah sama keluarga,happy,0.24
rasanya pengen marah terus tapi yaudahlah bareng temen sama temen kantor,angry,0.91
hari ini berat banget dijalanin tadi pagi sama dia,sad,0.82
orang itu bikin emosi banget banget asli bareng temen sama dia,angry,0.71
sekarang lagi nonton youtube dan kepikiran terus sama temen kantor,neutral,0.35
hari ini ga ada hal spesial sumpah bareng temen sama dia,neutral,0.23
dapat kabar baik dari keluarga tadi pagi agak random sih tadi pagi sendiri,happy,0.2
orang itu bikin emosi banget padahal udah coba santai di kantor,angry,0.86
kepikiran banyak hal sampai susah tidur sumpah di kantor sama dia,anxious,0.91
capek sama keadaan sekarang sendiri,sad,0.58
cemas mikirin masa depan agak random sih,anxious,0.87
kecewa banget sama hasilnya tapi yaudahlah di kantor sama keluarga,sad,0.72
sekarang lagi nonton youtube sumpah di rumah,neutral,0.34
udah sabar tapi masih dibohongin serius di kantor sama temen kantor,angry,0.72
lagi duduk sambil denger musik tapi yaudahlah pas perjalanan sama temen kantor,neutral,0.37
akhirnya tugas selesai juga lega banget serius di rumah sendiri,happy,0.16
anxious banget sebelum meeting tadi dan kepikiran terus di kantor,anxious,0.93
tadi pagi pergi sebentar ke minimarket padahal udah coba santai di rumah sama dia,neutral,0.25
capek sih tapi puas hasilnya bagus hari ini di kantor,happy,0.24
aku cuma pengen istirahat sebentar tadi pagi sendiri,sad,0.75
aku cuma pengen istirahat sebentar banget asli di kantor sendiri,sad,0.79
akhir akhir ini overthinking terus padahal udah coba santai pas perjalanan sama keluarga,anxious,0.77
seneng banget hari ini ketemu temen lama agak random sih di kantor sama temen kantor,happy,0.21
geram banget sama pelayanan tadi agak random sih pas perjalanan sendiri,angry,0.79
hari ini biasa aja seperti biasanya hari ini tadi pagi sendiri,neutral,0.32
hari ini ga ada hal spesial sumpah di rumah sama dia,neutral,0.33
udah sabar tapi masih dibohongin waktu malam sendiri,angry,0.86
aku cuma pengen istirahat sebentar padahal udah coba santai pas perjalanan sendiri,sad,0.64
hari ini biasa aja seperti biasanya padahal udah coba santai di kampus sama dia,neutral,0.41
makan favorit hari ini bikin bahagia sama dia,happy,0.17
cemas mikirin masa depan dan kepikiran terus tadi pagi sama dia,anxious,0.71
akhir akhir ini overthinking terus sih bareng temen,anxious,0.87
kepikiran banyak hal sampai susah tidur banget asli di rumah sama dia,anxious,0.81
hari ini biasa aja seperti biasanya sumpah di rumah sama temen kantor,neutral,0.23
capek sih tapi puas hasilnya bagus tapi yaudahlah waktu malam sama temen kantor,happy,0.21
senyum sendiri pas inget kejadian tadi dan kepikiran terus pas perjalanan sama temen kantor,happy,0.21
takut kalau hasilnya jelek banget asli tadi pagi,anxious,0.92
takut kalau hasilnya jelek banget asli bareng temen sama temen kantor,anxious,0.76
kehilangan semangat buat ngapa ngapain serius di rumah sama temen kantor,sad,0.58
capek ngadepin orang yang egois agak random sih di kantor sama keluarga,angry,0.82
hari ini biasa aja seperti biasanya dan kepikiran terus tadi pagi sendiri,neutral,0.27
makan favorit hari ini bikin bahagia banget asli bareng temen,happy,0.25
kecewa banget sama hasilnya sih pas perjalanan sama dia,sad,0.57
marah banget karena kerjaan berantakan padahal udah coba santai di kampus sama keluarga,angry,0.94
hari ini ga ada hal spesial banget asli di kampus,neutral,0.4
kesel banget sama orang yang ga tepat waktu pas perjalanan sendiri,angry,0.68
kecewa banget sama hasilnya hari ini waktu malam sama keluarga,sad,0.6
rasanya pengen marah terus tapi yaudahlah bareng temen,angry,0.65
ngerasa sendirian akhir akhir ini tapi yaudahlah pas perjalanan sama temen kantor,sad,0.79
deg degan nunggu hasil pengumuman banget asli bareng temen sendiri,anxious,0.82
deg degan nunggu hasil pengumuman jujur aja bareng temen sama temen kantor,anxious,0.78
kepikiran banyak hal sampai susah tidur sih bareng temen sendiri,anxious,0.7
kesel banget sama orang yang ga tepat waktu agak random sih di kampus,angry,0.72
deg degan nunggu hasil pengumuman serius sendiri,anxious,0.72
kehilangan semangat buat ngapa ngapain padahal udah coba santai di rumah sendiri,sad,0.56
kenapa sih harus bikin masalah terus agak random sih pas perjalanan,angry,0.94
cemas mikirin masa depan hari ini di rumah sendiri,anxious,0.92
takut gagal di presentasi besok agak random sih di kampus sendiri,anxious,0.88
